"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other and unspecified"	"007.9"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other and unspecified"	"007.9"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other and unspecified"	"007.9"			0	2320363006	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1968"	"1968"	11	199533564	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1969"	"1969"	14	201568206	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1970"	"1970"	16	203458035	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1971"	"1971"	7	206782970	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1973"	"1973"	6	211361965	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1974"	"1974"	9	213436958	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1975"	"1975"	6	215457198	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1976"	"1976"	4	217615788	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1977"	"1977"	7	219808632	0.0 (Unreliable)
	"Escherichia coli"	"008.0"	"1978"	"1978"	4	222102279	0.0 (Unreliable)
"Total"	"Escherichia coli"	"008.0"			92	2320363006	0.0
	"Arizona"	"008.1"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Arizona"	"008.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Arizona"	"008.1"			0	2320363006	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1968"	"1968"	28	199533564	0.0
	"Other specified bacteria"	"008.2"	"1969"	"1969"	30	201568206	0.0
	"Other specified bacteria"	"008.2"	"1970"	"1970"	31	203458035	0.0
	"Other specified bacteria"	"008.2"	"1971"	"1971"	28	206782970	0.0
	"Other specified bacteria"	"008.2"	"1972"	"1972"	20	209237411	0.0
	"Other specified bacteria"	"008.2"	"1973"	"1973"	15	211361965	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1974"	"1974"	18	213436958	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1975"	"1975"	17	215457198	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1976"	"1976"	10	217615788	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1977"	"1977"	10	219808632	0.0 (Unreliable)
	"Other specified bacteria"	"008.2"	"1978"	"1978"	11	222102279	0.0 (Unreliable)
"Total"	"Other specified bacteria"	"008.2"			218	2320363006	0.0
	"Bacterial enteritis, unspecified"	"008.3"	"1968"	"1968"	24	199533564	0.0
	"Bacterial enteritis, unspecified"	"008.3"	"1969"	"1969"	24	201568206	0.0
	"Bacterial enteritis, unspecified"	"008.3"	"1970"	"1970"	22	203458035	0.0
	"Bacterial enteritis, unspecified"	"008.3"	"1971"	"1971"	13	206782970	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1972"	"1972"	22	209237411	0.0
	"Bacterial enteritis, unspecified"	"008.3"	"1973"	"1973"	17	211361965	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1974"	"1974"	15	213436958	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1975"	"1975"	9	215457198	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1976"	"1976"	10	217615788	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1977"	"1977"	12	219808632	0.0 (Unreliable)
	"Bacterial enteritis, unspecified"	"008.3"	"1978"	"1978"	12	222102279	0.0 (Unreliable)
"Total"	"Bacterial enteritis, unspecified"	"008.3"			180	2320363006	0.0
	"Enteritis due to specified virus"	"008.8"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1969"	"1969"	2	201568206	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1976"	"1976"	2	217615788	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Enteritis due to specified virus"	"008.8"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Enteritis due to specified virus"	"008.8"			11	2320363006	0.0 (Unreliable)
	"Other organism, not elsewhere classified"	"008.9"	"1968"	"1968"	288	199533564	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1969"	"1969"	259	201568206	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1970"	"1970"	253	203458035	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1971"	"1971"	227	206782970	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1972"	"1972"	210	209237411	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1973"	"1973"	191	211361965	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1974"	"1974"	205	213436958	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1975"	"1975"	149	215457198	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1976"	"1976"	173	217615788	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1977"	"1977"	142	219808632	0.1
	"Other organism, not elsewhere classified"	"008.9"	"1978"	"1978"	138	222102279	0.1
"Total"	"Other organism, not elsewhere classified"	"008.9"			2235	2320363006	0.1
	"Dysentery, unspecified"	"009.0"	"1968"	"1968"	17	199533564	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1969"	"1969"	18	201568206	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1970"	"1970"	20	203458035	0.0
	"Dysentery, unspecified"	"009.0"	"1971"	"1971"	12	206782970	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1972"	"1972"	18	209237411	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1973"	"1973"	8	211361965	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1974"	"1974"	7	213436958	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1975"	"1975"	7	215457198	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1977"	"1977"	10	219808632	0.0 (Unreliable)
	"Dysentery, unspecified"	"009.0"	"1978"	"1978"	3	222102279	0.0 (Unreliable)
"Total"	"Dysentery, unspecified"	"009.0"			125	2320363006	0.0
	"Diarrhea"	"009.1"	"1968"	"1968"	413	199533564	0.2
	"Diarrhea"	"009.1"	"1969"	"1969"	375	201568206	0.2
	"Diarrhea"	"009.1"	"1970"	"1970"	326	203458035	0.2
	"Diarrhea"	"009.1"	"1971"	"1971"	351	206782970	0.2
	"Diarrhea"	"009.1"	"1972"	"1972"	266	209237411	0.1
	"Diarrhea"	"009.1"	"1973"	"1973"	275	211361965	0.1
	"Diarrhea"	"009.1"	"1974"	"1974"	272	213436958	0.1
	"Diarrhea"	"009.1"	"1975"	"1975"	189	215457198	0.1
	"Diarrhea"	"009.1"	"1976"	"1976"	159	217615788	0.1
	"Diarrhea"	"009.1"	"1977"	"1977"	178	219808632	0.1
	"Diarrhea"	"009.1"	"1978"	"1978"	186	222102279	0.1
"Total"	"Diarrhea"	"009.1"			2990	2320363006	0.1
	"Gastroenteritis and colitis"	"009.2"	"1968"	"1968"	2159	199533564	1.1
	"Gastroenteritis and colitis"	"009.2"	"1969"	"1969"	1890	201568206	0.9
	"Gastroenteritis and colitis"	"009.2"	"1970"	"1970"	1899	203458035	0.9
	"Gastroenteritis and colitis"	"009.2"	"1971"	"1971"	1827	206782970	0.9
	"Gastroenteritis and colitis"	"009.2"	"1972"	"1972"	1740	209237411	0.8
	"Gastroenteritis and colitis"	"009.2"	"1973"	"1973"	1809	211361965	0.9
	"Gastroenteritis and colitis"	"009.2"	"1974"	"1974"	1729	213436958	0.8
	"Gastroenteritis and colitis"	"009.2"	"1975"	"1975"	1629	215457198	0.8
	"Gastroenteritis and colitis"	"009.2"	"1976"	"1976"	1576	217615788	0.7
	"Gastroenteritis and colitis"	"009.2"	"1977"	"1977"	1496	219808632	0.7
	"Gastroenteritis and colitis"	"009.2"	"1978"	"1978"	1520	222102279	0.7
"Total"	"Gastroenteritis and colitis"	"009.2"			19274	2320363006	0.8
	"Other diarrheal disease"	"009.9"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other diarrheal disease"	"009.9"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other diarrheal disease"	"009.9"			1	2320363006	0.0 (Unreliable)
	"Silicotuberculosis"	"010"	"1968"	"1968"	230	199533564	0.1
	"Silicotuberculosis"	"010"	"1969"	"1969"	178	201568206	0.1
	"Silicotuberculosis"	"010"	"1970"	"1970"	164	203458035	0.1
	"Silicotuberculosis"	"010"	"1971"	"1971"	116	206782970	0.1
	"Silicotuberculosis"	"010"	"1972"	"1972"	128	209237411	0.1
	"Silicotuberculosis"	"010"	"1973"	"1973"	115	211361965	0.1
	"Silicotuberculosis"	"010"	"1974"	"1974"	90	213436958	0.0
	"Silicotuberculosis"	"010"	"1975"	"1975"	80	215457198	0.0
	"Silicotuberculosis"	"010"	"1976"	"1976"	92	217615788	0.0
	"Silicotuberculosis"	"010"	"1977"	"1977"	65	219808632	0.0
	"Silicotuberculosis"	"010"	"1978"	"1978"	62	222102279	0.0
"Total"	"Silicotuberculosis"	"010"			1320	2320363006	0.1
	"Active, minimal"	"011.0"	"1968"	"1968"	5	199533564	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1969"	"1969"	6	201568206	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1970"	"1970"	8	203458035	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1971"	"1971"	7	206782970	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1972"	"1972"	6	209237411	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1974"	"1974"	3	213436958	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Active, minimal"	"011.0"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Active, minimal"	"011.0"			36	2320363006	0.0
	"Active, moderately advanced"	"011.1"	"1968"	"1968"	82	199533564	0.0
	"Active, moderately advanced"	"011.1"	"1969"	"1969"	64	201568206	0.0
	"Active, moderately advanced"	"011.1"	"1970"	"1970"	71	203458035	0.0
	"Active, moderately advanced"	"011.1"	"1971"	"1971"	61	206782970	0.0
	"Active, moderately advanced"	"011.1"	"1972"	"1972"	38	209237411	0.0
	"Active, moderately advanced"	"011.1"	"1973"	"1973"	25	211361965	0.0
	"Active, moderately advanced"	"011.1"	"1974"	"1974"	24	213436958	0.0
	"Active, moderately advanced"	"011.1"	"1975"	"1975"	9	215457198	0.0 (Unreliable)
	"Active, moderately advanced"	"011.1"	"1976"	"1976"	8	217615788	0.0 (Unreliable)
	"Active, moderately advanced"	"011.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Active, moderately advanced"	"011.1"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Active, moderately advanced"	"011.1"			383	2320363006	0.0
	"Active, far advanced"	"011.2"	"1968"	"1968"	1024	199533564	0.5
	"Active, far advanced"	"011.2"	"1969"	"1969"	952	201568206	0.5
	"Active, far advanced"	"011.2"	"1970"	"1970"	826	203458035	0.4
	"Active, far advanced"	"011.2"	"1971"	"1971"	675	206782970	0.3
	"Active, far advanced"	"011.2"	"1972"	"1972"	650	209237411	0.3
	"Active, far advanced"	"011.2"	"1973"	"1973"	478	211361965	0.2
	"Active, far advanced"	"011.2"	"1974"	"1974"	375	213436958	0.2
	"Active, far advanced"	"011.2"	"1975"	"1975"	209	215457198	0.1
	"Active, far advanced"	"011.2"	"1976"	"1976"	121	217615788	0.1
	"Active, far advanced"	"011.2"	"1977"	"1977"	76	219808632	0.0
	"Active, far advanced"	"011.2"	"1978"	"1978"	65	222102279	0.0
"Total"	"Active, far advanced"	"011.2"			5451	2320363006	0.2
	"Active, stage unspecified"	"011.3"	"1968"	"1968"	413	199533564	0.2
	"Active, stage unspecified"	"011.3"	"1969"	"1969"	377	201568206	0.2
	"Active, stage unspecified"	"011.3"	"1970"	"1970"	399	203458035	0.2
	"Active, stage unspecified"	"011.3"	"1971"	"1971"	322	206782970	0.2
	"Active, stage unspecified"	"011.3"	"1972"	"1972"	300	209237411	0.1
	"Active, stage unspecified"	"011.3"	"1973"	"1973"	296	211361965	0.1
	"Active, stage unspecified"	"011.3"	"1974"	"1974"	277	213436958	0.1
	"Active, stage unspecified"	"011.3"	"1975"	"1975"	291	215457198	0.1
	"Active, stage unspecified"	"011.3"	"1976"	"1976"	240	217615788	0.1
	"Active, stage unspecified"	"011.3"	"1977"	"1977"	270	219808632	0.1
	"Active, stage unspecified"	"011.3"	"1978"	"1978"	238	222102279	0.1
"Total"	"Active, stage unspecified"	"011.3"			3423	2320363006	0.1
	"Miliary, lung NOS"	"011.4"	"1968"	"1968"	90	199533564	0.0
	"Miliary, lung NOS"	"011.4"	"1969"	"1969"	52	201568206	0.0
	"Miliary, lung NOS"	"011.4"	"1970"	"1970"	71	203458035	0.0
	"Miliary, lung NOS"	"011.4"	"1971"	"1971"	56	206782970	0.0
	"Miliary, lung NOS"	"011.4"	"1972"	"1972"	74	209237411	0.0
	"Miliary, lung NOS"	"011.4"	"1973"	"1973"	35	211361965	0.0
	"Miliary, lung NOS"	"011.4"	"1974"	"1974"	29	213436958	0.0
	"Miliary, lung NOS"	"011.4"	"1975"	"1975"	28	215457198	0.0
	"Miliary, lung NOS"	"011.4"	"1976"	"1976"	30	217615788	0.0
	"Miliary, lung NOS"	"011.4"	"1977"	"1977"	28	219808632	0.0
	"Miliary, lung NOS"	"011.4"	"1978"	"1978"	20	222102279	0.0
"Total"	"Miliary, lung NOS"	"011.4"			513	2320363006	0.0
	"Radiologic evidence alone"	"011.5"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Radiologic evidence alone"	"011.5"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Radiologic evidence alone"	"011.5"			0	2320363006	0.0 (Unreliable)
	"Pulmonary tuberculosis NOS"	"011.9"	"1968"	"1968"	2891	199533564	1.4
	"Pulmonary tuberculosis NOS"	"011.9"	"1969"	"1969"	2503	201568206	1.2
	"Pulmonary tuberculosis NOS"	"011.9"	"1970"	"1970"	2255	203458035	1.1
	"Pulmonary tuberculosis NOS"	"011.9"	"1971"	"1971"	1963	206782970	0.9
	"Pulmonary tuberculosis NOS"	"011.9"	"1972"	"1972"	1884	209237411	0.9
	"Pulmonary tuberculosis NOS"	"011.9"	"1973"	"1973"	1691	211361965	0.8
	"Pulmonary tuberculosis NOS"	"011.9"	"1974"	"1974"	1634	213436958	0.8
	"Pulmonary tuberculosis NOS"	"011.9"	"1975"	"1975"	1558	215457198	0.7
	"Pulmonary tuberculosis NOS"	"011.9"	"1976"	"1976"	1571	217615788	0.7
	"Pulmonary tuberculosis NOS"	"011.9"	"1977"	"1977"	1497	219808632	0.7
	"Pulmonary tuberculosis NOS"	"011.9"	"1978"	"1978"	1462	222102279	0.7
"Total"	"Pulmonary tuberculosis NOS"	"011.9"			20909	2320363006	0.9
	"Primary"	"012.0"	"1968"	"1968"	5	199533564	0.0 (Unreliable)
	"Primary"	"012.0"	"1969"	"1969"	2	201568206	0.0 (Unreliable)
	"Primary"	"012.0"	"1970"	"1970"	9	203458035	0.0 (Unreliable)
	"Primary"	"012.0"	"1971"	"1971"	3	206782970	0.0 (Unreliable)
	"Primary"	"012.0"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Primary"	"012.0"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"Primary"	"012.0"	"1974"	"1974"	2	213436958	0.0 (Unreliable)
	"Primary"	"012.0"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Primary"	"012.0"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Primary"	"012.0"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Primary"	"012.0"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Primary"	"012.0"			33	2320363006	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1968"	"1968"	24	199533564	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1969"	"1969"	29	201568206	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1970"	"1970"	25	203458035	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1971"	"1971"	34	206782970	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1972"	"1972"	34	209237411	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1973"	"1973"	27	211361965	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1974"	"1974"	24	213436958	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1975"	"1975"	27	215457198	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1976"	"1976"	18	217615788	0.0 (Unreliable)
	"Pleurisy specified as tuberculous"	"012.1"	"1977"	"1977"	31	219808632	0.0
	"Pleurisy specified as tuberculous"	"012.1"	"1978"	"1978"	19	222102279	0.0 (Unreliable)
"Total"	"Pleurisy specified as tuberculous"	"012.1"			292	2320363006	0.0
	"Pleurisy with effusion without mention of cause"	"012.2"	"1968"	"1968"	238	199533564	0.1
	"Pleurisy with effusion without mention of cause"	"012.2"	"1969"	"1969"	327	201568206	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1970"	"1970"	331	203458035	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1971"	"1971"	351	206782970	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1972"	"1972"	354	209237411	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1973"	"1973"	339	211361965	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1974"	"1974"	315	213436958	0.1
	"Pleurisy with effusion without mention of cause"	"012.2"	"1975"	"1975"	371	215457198	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1976"	"1976"	338	217615788	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1977"	"1977"	353	219808632	0.2
	"Pleurisy with effusion without mention of cause"	"012.2"	"1978"	"1978"	387	222102279	0.2
"Total"	"Pleurisy with effusion without mention of cause"	"012.2"			3704	2320363006	0.2
	"Tuberculous laryngitis"	"012.3"	"1968"	"1968"	2	199533564	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Tuberculous laryngitis"	"012.3"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Tuberculous laryngitis"	"012.3"			4	2320363006	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1968"	"1968"	5	199533564	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1975"	"1975"	2	215457198	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Other respiratory tuberculosis"	"012.9"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other respiratory tuberculosis"	"012.9"			18	2320363006	0.0 (Unreliable)
	"Tuberculous meningitis"	"013.0"	"1968"	"1968"	121	199533564	0.1
	"Tuberculous meningitis"	"013.0"	"1969"	"1969"	113	201568206	0.1
	"Tuberculous meningitis"	"013.0"	"1970"	"1970"	83	203458035	0.0
	"Tuberculous meningitis"	"013.0"	"1971"	"1971"	118	206782970	0.1
	"Tuberculous meningitis"	"013.0"	"1972"	"1972"	66	209237411	0.0
	"Tuberculous meningitis"	"013.0"	"1973"	"1973"	84	211361965	0.0
	"Tuberculous meningitis"	"013.0"	"1974"	"1974"	80	213436958	0.0
	"Tuberculous meningitis"	"013.0"	"1975"	"1975"	75	215457198	0.0
	"Tuberculous meningitis"	"013.0"	"1976"	"1976"	61	217615788	0.0
	"Tuberculous meningitis"	"013.0"	"1977"	"1977"	70	219808632	0.0
	"Tuberculous meningitis"	"013.0"	"1978"	"1978"	59	222102279	0.0
"Total"	"Tuberculous meningitis"	"013.0"			930	2320363006	0.0
	"Other central nervous system"	"013.9"	"1968"	"1968"	8	199533564	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1969"	"1969"	4	201568206	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1970"	"1970"	4	203458035	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1971"	"1971"	10	206782970	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1973"	"1973"	6	211361965	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1974"	"1974"	4	213436958	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1975"	"1975"	7	215457198	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1976"	"1976"	7	217615788	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Other central nervous system"	"013.9"	"1978"	"1978"	3	222102279	0.0 (Unreliable)
"Total"	"Other central nervous system"	"013.9"			59	2320363006	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1968"	"1968"	45	199533564	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1969"	"1969"	39	201568206	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1970"	"1970"	33	203458035	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1971"	"1971"	34	206782970	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1972"	"1972"	16	209237411	0.0 (Unreliable)
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1973"	"1973"	26	211361965	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1974"	"1974"	19	213436958	0.0 (Unreliable)
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1975"	"1975"	22	215457198	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1976"	"1976"	20	217615788	0.0
	"Tuberculosis of intestines, peritoneum, and mesenteric glands"	"014"	"1977"	"1977"	12	219808632	0.0 (Unreliable)
